城市,地名,标识,中心经度,中心维度,经纬度范围,类别
河源市,忠信人民广场,4856,114.72474,24.207634,"24.207469,114.723945|24.207598,114.72402|24.208369,114.724893|24.208413,114.725044|24.208332,114.725183|24.207809,114.725505|24.207707,114.725535|24.207615,114.725474|24.206924,114.724721|24.206855,114.724611|24.206903,114.724492|24.207389,114.723977|24.207469,114.723945|",0
揭阳市,揭阳潮汕国际机场,4859,116.507693,23.5482875,"23.538122,116.494977|23.538334,116.494747|23.538598,116.494747|23.543508,116.499065|23.543614,116.499181|23.543613,116.499411|23.543261,116.499878|23.543188,116.500051|23.543291,116.500184|23.557471,116.513044|23.557554,116.513084|23.557648,116.513089|23.558384,116.512915|23.558493,116.512912|23.558562,116.512955|23.562698,116.516647|23.562771,116.516827|23.562724,116.517|23.561032,116.519154|23.560933,116.519221|23.56082,116.519173|23.560127,116.518523|23.558324,116.518335|23.557509,116.519386|23.557409,116.519442|23.557301,116.519394|23.556598,116.5187|23.556531,116.518571|23.556575,116.518425|23.556851,116.517993|23.55689,116.517845|23.556832,116.517721|23.553533,116.514727|23.553366,116.514635|23.553236,116.514709|23.548545,116.520561|23.548436,116.520639|23.548309,116.520596|23.540891,116.514061|23.54074,116.513802|23.540669,116.513463|23.540151,116.509709|23.533893,116.503769|23.533804,116.503505|23.533895,116.503212|23.537409,116.498685|23.537479,116.498458|23.537364,116.498253|23.53655,116.4975|23.536463,116.497335|23.536514,116.497142|23.538122,116.494977|",0
揭阳市,榕江西湖公园,4991,116.344,23.53459,"23.53482,116.34033|23.53575,116.34048|23.53596,116.34119|23.5361,116.34129|23.53616,116.34143|23.53627,116.34171|23.53639,116.3421|23.53612,116.34296|23.53607,116.34317|23.53597,116.34382|23.53626,116.34435|23.53628,116.34451|23.53581,116.34537|23.53562,116.34564|23.5355,116.34581|23.5354,116.346|23.53536,116.34613|23.53531,116.34629|23.53529,116.34639|23.53519,116.34677|23.5351,116.34692|23.53501,116.34701|23.53484,116.34708|23.53478,116.34713|23.53472,116.34719|23.53458,116.34739|23.53456,116.34747|23.53455,116.34757|23.53454,116.34762|23.5345,116.34766|23.53443,116.34769|23.53433,116.34769|23.5342,116.34766|23.53406,116.3476|23.53375,116.34747|23.53303,116.34677|23.53279,116.34653|23.53283,116.34555|23.53307,116.3452|23.53327,116.34488|23.53348,116.34282|23.53351,116.34246|23.53391,116.34105|23.53457,116.34031|23.53482,116.34033|",0
茂名市,兆康时代广场,4864,110.6325635,21.659651,"21.659907,110.632174|21.659324,110.632223|21.659332,110.632953|21.659978,110.632908|21.659907,110.632174|",0
茂名市,忠信广场,4865,110.638904,21.661634,"21.662327,110.638566|21.660933,110.638355|21.660988,110.639453|21.662335,110.639434|21.662327,110.638566|",0
湛江市,金沙湾观海长廊,4870,110.39462,21.2687425,"21.27463,110.3946|21.27438,110.39463|21.27291,110.39478|21.27178,110.39502|21.27011,110.39552|21.26947,110.39574|21.26874,110.39606|21.26826,110.39627|21.26814,110.3963|21.2678,110.39651|21.26763,110.39656|21.26741,110.39659|21.26721,110.39654|21.26707,110.39642|21.26694,110.39616|21.26692,110.39573|21.26653,110.3951|21.26612,110.39454|21.2659,110.39413|21.26577,110.39403|21.26555,110.39392|21.26538,110.39396|21.26522,110.39409|21.26496,110.39415|21.26478,110.3941|21.26437,110.39381|21.26424,110.39377|21.26411,110.39382|21.26382,110.39411|21.26312,110.39471|21.26308,110.39491|21.26311,110.39513|21.26307,110.39524|21.26299,110.39537|21.26257,110.39564|21.2618,110.3963|21.261405,110.395956|21.261426,110.395898|21.26468,110.39291|21.26495,110.39269|21.26504,110.39265|21.26513,110.39266|21.26522,110.39271|21.26538,110.39294|21.26714,110.39553|21.26729,110.39564|21.26758,110.39569|21.26787,110.39559|21.26875,110.39523|21.26959,110.39486|21.27096,110.39444|21.27342,110.39397|21.27588,110.39372|21.27594,110.39379|21.27608,110.39443|21.27605,110.39448|21.27463,110.3946|",0
湛江市,荣基国际广场,4871,110.419686,21.2162865,"21.215846,110.418399|21.21571,110.418343|21.215635,110.418363|21.215611,110.418419|21.215343,110.418926|21.215334,110.418994|21.215372,110.419105|21.215631,110.419691|21.216242,110.42013|21.216397,110.419863|21.216825,110.421029|21.217239,110.421029|21.217239,110.420999|21.217239,110.420933|21.216801,110.419545|21.216372,110.418899|21.215846,110.418399|",0
云浮市,罗定人民体育场,4881,111.5812025,22.768276,"22.769335,111.580584|22.767109,111.580623|22.767146,111.581821|22.769443,111.58172|22.769392,111.5806|22.769335,111.580584|",0
云浮市,同富商业中心,4882,111.5801075,22.7584135,"22.758734,111.579332|22.759029,111.579756|22.759029,111.579876|22.758989,111.58|22.758925,111.58023|22.758961,111.580412|22.758466,111.580875|22.758372,111.580883|22.758268,111.580867|22.758189,111.580809|22.757798,111.580257|22.758343,111.579651|22.758734,111.579332|",0
清远市,铜锣湾广场,4888,113.0282765,23.7075715,"23.707306,113.027867|23.707524,113.028819|23.707837,113.028742|23.707575,113.027734|23.707306,113.027867|",0
清远市,清远站,4892,113.1348245,23.6940525,"23.693586,113.133616|23.693539,113.133697|23.69327,113.134536|23.692205,113.134106|23.692044,113.134555|23.695953,113.136033|23.696061,113.135593|23.694513,113.135045|23.694793,113.134189|23.694789,113.134086|23.694749,113.134033|23.693671,113.133626|23.693586,113.133616|",0
潮州市,绿岛山庄,4989,116.871853,23.697868,"23.696975,116.866198|23.697222,116.866241|23.698967,116.868197|23.700866,116.86865|23.701914,116.870098|23.702925,116.874484|23.702825,116.875586|23.702072,116.876227|23.699594,116.877508|23.695638,116.875996|23.692811,116.872604|23.69394,116.870681|23.694554,116.869104|23.695881,116.867375|23.696713,116.866338|23.696975,116.866198|",0
潮州市,潮州西湖,4990,116.64186,23.670935,"23.67436,116.64415|23.67439,116.64436|23.67441,116.64469|23.6743,116.64492|23.67414,116.64513|23.67406,116.6452|23.67391,116.64527|23.6738,116.64531|23.6737,116.6453|23.67359,116.64525|23.6735,116.64517|23.67347,116.64511|23.67344,116.64507|23.67332,116.64492|23.6732,116.64483|23.67303,116.64471|23.67287,116.64467|23.67274,116.64464|23.67255,116.6446|23.67239,116.64458|23.67225,116.64457|23.67202,116.64455|23.67195,116.64455|23.67176,116.64452|23.67156,116.6445|23.67131,116.64445|23.67119,116.64441|23.67108,116.64437|23.67098,116.64433|23.67089,116.64428|23.67033,116.64395|23.67031,116.64394|23.67006,116.64375|23.66998,116.64369|23.66973,116.6435|23.66958,116.64341|23.66929,116.64319|23.6691,116.64304|23.669,116.64295|23.66883,116.64278|23.66864,116.6426|23.66858,116.64254|23.66841,116.6423|23.66834,116.64222|23.6682,116.64201|23.66818,116.64199|23.66808,116.64193|23.66769,116.64172|23.66744,116.64149|23.66728,116.64137|23.66719,116.64128|23.66714,116.64124|23.66708,116.64116|23.66709,116.64113|23.66711,116.64105|23.66712,116.64099|23.66713,116.64093|23.66713,116.64088|23.66713,116.64072|23.66713,116.64062|23.66712,116.6405|23.66716,116.64048|23.66738,116.64051|23.66795,116.64075|23.66814,116.64079|23.66834,116.64066|23.66846,116.6404|23.66848,116.64008|23.66843,116.63968|23.66845,116.63935|23.66848,116.63897|23.66866,116.63863|23.66902,116.63847|23.66938,116.63841|23.66969,116.63849|23.66988,116.63873|23.67,116.63897|23.67032,116.63925|23.67067,116.63944|23.67104,116.63968|23.67132,116.63976|23.67183,116.63969|23.67233,116.63973|23.67252,116.63984|23.67261,116.63992|23.67273,116.63999|23.67291,116.63998|23.6731,116.63992|23.67331,116.63992|23.67358,116.63999|23.6738,116.64009|23.67407,116.64006|23.67418,116.64003|23.67431,116.63998|23.67446,116.64001|23.67454,116.64006|23.67464,116.64014|23.67472,116.64024|23.67476,116.6403|23.67478,116.64034|23.67479,116.64037|23.67479,116.6404|23.67479,116.64042|23.67477,116.64051|23.67466,116.64073|23.67463,116.64088|23.67463,116.6409|23.67468,116.64121|23.6747,116.64136|23.67471,116.64169|23.6746,116.64179|23.67431,116.64186|23.67411,116.64203|23.67407,116.64217|23.67401,116.64238|23.67427,116.64325|23.67442,116.64373|23.67443,116.64391|23.67439,116.64401|23.67436,116.64415|",0
东莞市,虎门站,5328,113.672898,22.8612895,"22.860411,113.67051|22.860598,113.670358|22.86071,113.670348|22.860859,113.670378|22.862718,113.673388|22.861978,113.673865|22.860879,113.674069|22.861019,113.675326|22.860356,113.675448|22.860188,113.673928|22.86001,113.673928|22.859861,113.67263|22.860038,113.672549|22.859879,113.67118|22.860533,113.671139|22.860411,113.67051|",0
东莞市,威远炮台,5329,113.6263185,22.795303,"22.795754,113.625384|22.795622,113.62518|22.795367,113.62523|22.795235,113.625253|22.795062,113.625419|22.794905,113.625581|22.794852,113.625874|22.794945,113.626117|22.795051,113.62619|22.795146,113.626491|22.795371,113.627457|22.795545,113.627419|22.795296,113.626224|22.795309,113.626072|22.795392,113.625835|22.795541,113.625592|22.795746,113.625438|22.795754,113.625384|",0
三亚市,三亚凤凰国际机场,514,109.4168178,18.3047327,"18.306005,109.434052|18.304771,109.435463|18.304388,109.4356|18.302471,109.435951|18.301577,109.428932|18.301167,109.42823|18.300787,109.425751|18.301062,109.42485|18.300114,109.417625|18.300224,109.417099|18.300171,109.416252|18.299978,109.415817|18.29941,109.411621|18.299164,109.41127|18.297701,109.399345|18.298523,109.399239|18.298605,109.399216|18.298388,109.397957|18.298496,109.39782|18.299786,109.397568|18.299866,109.398972|18.301371,109.398811|18.301481,109.398994|18.302185,109.404495|18.303938,109.404228|18.304209,109.406128|18.306044,109.405945|18.306183,109.405746|18.308537,109.405426|18.30925,109.405495|18.309141,109.404678|18.310839,109.404472|18.311325,109.408432|18.311134,109.409012|18.311676,109.413322|18.309347,109.413582|18.309223,109.413933|18.309181,109.414848|18.308481,109.416687|18.308508,109.417427|18.306459,109.417648|18.306158,109.417297|18.303968,109.417671|18.303776,109.417847|",0
三亚市,三亚站,515,109.4927981,18.29667715,"18.297398,109.490356|18.296513,109.49041|18.296513,109.490761|18.296232,109.490768|18.296232,109.491257|18.296406,109.491257|18.296421,109.491531|18.296297,109.491524|18.296289,109.491875|18.296059,109.491875|18.29594,109.494827|18.296478,109.494873|18.296461,109.495178|18.297386,109.495186|",0
海口市,海口东站,516,110.343392,19.98418317,"19.985968,110.342918|19.986015,110.343758|19.985928,110.343918|19.985779,110.34404|19.98263,110.344475|19.98254,110.34446|19.982475,110.344383|19.982304,110.34269|19.98233,110.342583|19.982368,110.342506|19.985193,110.342239|19.985664,110.342552|",0
海口市,海口美兰国际机场,517,110.463289,19.93630863,"19.941666,110.444542|19.934582,110.444679|19.934505,110.442787|19.93438,110.442627|19.930714,110.442703|19.930412,110.44297|19.930464,110.449379|19.931293,110.450211|19.931343,110.45034|19.931328,110.476151|19.930542,110.477119|19.930542,110.477234|19.930531,110.483437|19.93067,110.483673|19.930883,110.483849|19.932755,110.48381|19.933708,110.483719|19.934034,110.483368|19.941748,110.483215|19.941799,110.46933|19.941757,110.468979|19.941626,110.468658|19.941471,110.468399|19.941408,110.468224|19.94141,110.468063|19.941521,110.46785|19.941681,110.46769|19.94173,110.467628|19.941771,110.46756|19.94178,110.467407|19.941799,110.464912|19.941851,110.464493|19.942039,110.463242|19.942101,110.462708|19.942101,110.462273|19.942089,110.462128|19.941879,110.460968|19.941799,110.460388|19.94179,110.459846|19.94179,110.458221|19.941759,110.457832|19.94173,110.457718|19.94166,110.457573|19.94161,110.457489|19.94154,110.45742|19.94146,110.457298|19.94142,110.457153|19.941401,110.457092|19.94141,110.456879|19.94146,110.456787|19.94153,110.456703|19.94162,110.456619|19.941681,110.456581|19.94173,110.456413|19.94175,110.456306|19.94174,110.455902|19.94174,110.455627|19.94175,110.454353|19.94175,110.453697|19.94175,110.453423|19.94174,110.451889|19.94174,110.450279|19.94174,110.450233|",0
万宁市,兴隆热带植物园,1092,110.1988015,18.73575688,"18.739817,110.191124|18.740885,110.191925|18.741695,110.192383|18.74354,110.194611|18.743059,110.197105|18.743019,110.198952|18.73885,110.20665|18.735188,110.204887|18.734341,110.20575|18.727972,110.200562|18.72888,110.199242|18.729065,110.197731|18.729019,110.195541|18.728228,110.192154|18.728378,110.190948|18.733545,110.191269|",0
万宁市,石梅湾,5359,110.2778006,18.65665354,"18.655597316678165,110.24548530578613|18.644211993192187,110.24471282958984|18.63876303255952,110.26213645935059|18.643480053420856,110.29681205749512|18.65291370206829,110.31071662902832|18.66966526847466,110.31088829040527|18.6745440543775,110.28814315795898|18.671698112995468,110.27689933776855|18.666006086924565,110.27655601501465|",0
陵水黎族自治县,分界洲岛旅游区,1094,110.1995042,18.57658901,"18.575741,110.19603|18.57653,110.19651|18.577181,110.19693|18.578899,110.198563|18.58033,110.19976|18.58077,110.2005|18.58077,110.201263|18.58049,110.202011|18.57905,110.202919|18.576891,110.203079|18.57403,110.201149|18.573299,110.199638|18.573151,110.198898|18.57229,110.197403|18.57229,110.196648|18.572861,110.1959|",0
陵水黎族自治县,南湾猴岛生态旅游景区,1119,109.9902164,18.39364789,"18.401316,109.972527|18.404608,109.973343|18.406515,109.974007|18.406878,109.97538|18.406197,109.977249|18.404104,109.98098|18.402411,109.98214|18.400486,109.981651|18.399279,109.981613|18.396994,109.983437|18.396803,109.985069|18.396431,109.985916|18.395964,109.98642|18.394833,109.986115|18.394428,109.986229|18.394163,109.986748|18.393522,109.990845|18.394342,109.994888|18.394657,109.998344|18.393341,110.001717|18.39152,110.003731|18.390032,110.007385|18.389364,110.00808|18.388371,110.00808|18.386326,110.006958|18.381521,110.005249|18.380802,110.00428|18.380407,110.001961|18.385471,109.992722|18.384462,109.985764|18.384911,109.97879|18.387381,109.972839|18.389057,109.972427|18.393158,109.972359|18.394522,109.973305|18.39642,109.973862|18.398596,109.973038|18.399288,109.972389|",0
陵水黎族自治县,雅居乐海南清水湾,5360,109.9018192,18.40999045,"18.391017613499063,109.8189926147461|18.44036737803757,109.84869003295898|18.4320619728705,109.91065979003906|18.44346144596816,109.95031356811523|18.432550537224685,109.97915267944336|18.405188796064447,109.9867057800293|18.3955785810866,109.97966766357422|18.376519450684142,109.82723236083984|18.383198531081604,109.81693267822266|",0
保亭黎族苗族自治县,呀诺达雨林文化旅游区,1639,109.6629642,18.4432085,"18.45153,109.659958|18.452881,109.66317|18.453461,109.667091|18.45368,109.668701|18.45204,109.671623|18.45155,109.672501|18.450199,109.673149|18.44788,109.67424|18.446751,109.67424|18.44602,109.673882|18.44426,109.673027|18.443871,109.672371|18.441971,109.669128|18.4405,109.668419|18.439461,109.667938|18.437759,109.667137|18.435061,109.665916|18.43478,109.6651|18.433849,109.662354|18.433121,109.660202|18.43294,109.658348|18.432739,109.656326|18.43367,109.654068|18.43446,109.653633|18.43679,109.652283|18.4382,109.652077|18.43977,109.651833|18.44062,109.651688|18.44248,109.652206|18.44507,109.652924|18.44595,109.653168|18.44665,109.65387|18.44824,109.655418|18.44972,109.656891|18.450609,109.657761|18.451031,109.658768|18.45153,109.659958|",0
保亭黎族苗族自治县,槟榔谷黎苗文化旅游区,5651,109.6615255,18.39761723,"18.398240786494252,109.6614933013916|18.39770122237449,109.6610963344574|18.39746198113907,109.66080129146576|18.39721255907175,109.66081738471985|18.396917324321272,109.66113924980164|18.39685624120628,109.66164350509644|18.397329634780967,109.6622496843338|18.397792846589432,109.6621960401535|18.398378222367896,109.66171324253082|",0
乐东黎族自治县,乐东商业步行街,5284,109.17794,18.74217,"18.74217,109.178415|18.741945,109.178351|18.741781,109.178177|18.74172,109.17794|18.741781,109.177703|18.741945,109.177529|18.74217,109.177465|18.742395,109.177529|18.742559,109.177703|18.74262,109.17794|18.742559,109.178177|18.742395,109.178351|18.74217,109.178415|",0
昌江黎族自治县,金坡广场,5285,109.04653,19.31138,"19.31138,109.047006|19.311155,109.046943|19.310991,109.046768|19.31093,109.04653|19.310991,109.046292|19.311155,109.046117|19.31138,109.046054|19.311605,109.046117|19.311769,109.046292|19.31183,109.04653|19.311769,109.046768|19.311605,109.046943|19.31138,109.047006|",0
昌江黎族自治县,商贸购物广场,5286,109.0512,19.25967,"19.25967,109.051676|19.259445,109.051613|19.259281,109.051438|19.25922,109.0512|19.259281,109.050962|19.259445,109.050787|19.25967,109.050724|19.259895,109.050787|19.260059,109.050962|19.26012,109.0512|19.260059,109.051438|19.259895,109.051613|19.25967,109.051676|",0
白沙黎族自治县,凤凰商业步行街,5287,109.45209,19.22816,"19.22816,109.452566|19.227935,109.452502|19.227771,109.452328|19.22771,109.45209|19.227771,109.451852|19.227935,109.451678|19.22816,109.451614|19.228385,109.451678|19.228549,109.451852|19.22861,109.45209|19.228549,109.452328|19.228385,109.452502|19.22816,109.452566|",0
南昌市,南昌北站,524,115.8656258,28.74072245,"28.741198,115.865189|28.741199,115.865639|28.74131,115.865639|28.741304,115.866013|28.740742,115.866035|28.740231,115.866089|28.740185,115.865273|",0
南昌市,南昌站,525,115.9187028,28.66219689,"28.663591,115.917603|28.66357,115.919083|28.662437,115.919052|28.662409,115.919861|28.661325,115.91983|28.661354,115.918999|28.660858,115.918983|28.660872,115.918167|28.661041,115.918167|28.661039,115.917656|28.661066,115.917595|28.661116,115.91758|",0
九江市,龙湾温泉度假村,1176,115.9286524,29.42131687,"29.42301,115.926453|29.423199,115.926582|29.423578,115.927567|29.423607,115.927933|29.423338,115.928871|29.422857,115.930077|29.422033,115.930519|29.421335,115.930244|29.419632,115.930847|29.419033,115.929482|29.420237,115.928696|29.420687,115.927498|29.421223,115.926903|29.422033,115.926682|",0
九江市,庐山风景区,1179,115.9953768,29.55627355,"29.529341,115.929047|29.540319,115.926826|29.559992,115.941727|29.565792,115.951256|29.574154,115.963882|29.578585,115.973022|29.582996,115.988014|29.583324,115.993279|29.577635,116.003654|29.575729,116.0103|29.574991,116.027672|29.572203,116.042511|29.567036,116.050545|29.547451,116.063347|29.543163,116.063957|29.538374,116.060081|29.540302,116.04583|29.540346,116.031197|29.536808,116.010933|29.533937,115.996513|29.52924,115.962013|",0
景德镇市,瑶里古镇风景区,1214,117.6007845,29.54070816,"29.50341,117.514343|29.526396,117.516403|29.548473,117.521973|29.570656,117.530273|29.578945,117.54409|29.583076,117.55986|29.583303,117.589691|29.588015,117.605667|29.612743,117.646126|29.61051,117.657829|29.606117,117.664673|29.598322,117.666458|29.596029,117.6688|29.595192,117.676804|29.591139,117.681107|29.578188,117.681152|29.565954,117.682564|29.556055,117.688454|29.542746,117.68528|29.535543,117.655769|29.521996,117.637886|29.511717,117.618034|29.493282,117.598999|29.4853,117.577194|29.473837,117.559494|29.469847,117.54528|29.468925,117.53241|29.477673,117.519318|29.488413,117.513428|",0
景德镇市,景德镇古窑民俗博览区,1215,117.1845617,29.28453008,"29.28517,117.187363|29.285089,117.187492|29.285,117.187531|29.284901,117.187553|29.284821,117.187538|29.28463,117.187447|29.2845,117.187431|29.284349,117.187431|29.28413,117.187523|29.28397,117.187698|29.283791,117.187927|29.283621,117.188133|29.283381,117.18824|29.28303,117.188301|29.282789,117.188362|29.282129,117.188293|29.28183,117.188232|29.281601,117.188248|29.28149,117.188271|29.281309,117.188339|29.28105,117.188469|29.280899,117.188507|29.28075,117.188538|29.280609,117.18853|29.280491,117.188477|29.28043,117.188423|29.280399,117.188332|29.28039,117.18821|29.280411,117.188026|29.280411,117.187943|29.280479,117.187668|29.28056,117.187286|29.280609,117.187119|29.28068,117.186951|29.280769,117.186821|29.28088,117.186707|29.28091,117.186661|29.281019,117.186401|29.28105,117.18615|29.281151,117.185654|29.28116,117.185127|29.281191,117.184937|29.28129,117.184731|29.28142,117.184624|29.2817,117.184402|29.281771,117.184357|29.282,117.184273|29.282221,117.184242|29.28244,117.184242|29.282654,117.184273|29.283136,117.184258|29.283152,117.18399|29.283171,117.183571|29.2831,117.183472|29.2829,117.18335|29.282709,117.18325|29.282551,117.183189|29.282379,117.183189|29.28204,117.183121|29.281931,117.183083|29.281891,117.183037|29.281879,117.182961|29.28191,117.182907|29.281969,117.182877|29.28204,117.182808|29.28215,117.18264|29.28227,117.182549|29.28244,117.182487|29.282619,117.182388|29.28294,117.182098|29.28299,117.182022|29.28298,117.181953|29.282949,117.181824|29.28299,117.181717|29.28307,117.181641|29.283199,117.181557|29.28339,117.181374|29.28364,117.181183|29.28377,117.181084|29.28389,117.181|29.28406,117.180946|29.284241,117.180908|29.28441,117.180862|29.28455,117.180794|29.28463,117.180733|29.28471,117.180679|29.284861,117.180634|29.28533,117.18058|29.28544,117.180603|29.28557,117.180649|29.285801,117.180801|29.28598,117.180901|29.28607,117.180946|29.28615,117.18103|29.28619,117.181099|29.286551,117.18187|29.28665,117.182068|29.2868,117.182198|29.28693,117.182251|29.28709,117.182266|29.28721,117.182243|29.28726,117.18222|29.28731,117.182159|29.287411,117.18187|29.2875,117.18177|29.2876,117.181686|29.287701,117.181641|29.28779,117.181633|29.28793,117.181641|29.288031,117.181717|29.2885,117.182854|29.28866,117.183388|29.28863,117.183807|29.28853,117.184036|29.288441,117.184174|29.288031,117.184624|29.28784,117.18486|29.287689,117.184952|29.287439,117.18499|29.28722,117.185066|29.287109,117.18515|29.28701,117.18531|29.28672,117.185692|29.286329,117.186188|29.286209,117.186401|29.28598,117.1866|29.28581,117.186699|",0
上饶市,三清山风景区,1227,118.0815,28.89812465,"28.937876,118.035934|28.935322,118.036987|28.934658,118.036896|28.934368,118.036484|28.916071,118.029892|28.902073,118.023438|28.896399,118.020256|28.891796,118.018715|28.887379,118.018738|28.883129,118.017197|28.880833,118.017303|28.878044,118.015381|28.877832,118.015022|28.877785,118.014526|28.877552,118.014282|28.87734,118.014099|28.877249,118.013626|28.876972,118.013535|28.876333,118.013557|28.87595,118.013985|28.875177,118.014351|28.874407,118.014557|28.874071,118.014626|28.873898,118.014778|28.873766,118.014893|28.873907,118.015259|28.873917,118.015404|28.873821,118.015556|28.873522,118.015808|28.873243,118.016251|28.873055,118.01693|28.873068,118.01722|28.873129,118.01741|28.872959,118.017563|28.872875,118.017632|28.87286,118.017738|28.872906,118.017822|28.872946,118.018028|28.872704,118.01828|28.872211,118.018303|28.871895,118.018639|28.87146,118.018974|28.871363,118.019409|28.871199,118.019623|28.870811,118.019623|28.870504,118.019852|28.869678,118.020203|28.869209,118.020317|28.869024,118.020592|28.868759,118.020653|28.868505,118.020576|28.867918,118.020302|28.867441,118.020241|28.866678,118.020027|28.866163,118.020454|28.865923,118.02095|28.865906,118.021713|28.865896,118.022141|28.865753,118.022247|28.8654,118.022156|28.865078,118.021873|28.864559,118.02195|28.864033,118.022316|28.863132,118.023186|28.861744,118.023773|28.86071,118.024529|28.859831,118.025116|28.858858,118.025017|28.857117,118.025536|28.856169,118.025688|28.85553,118.026146|28.854189,118.027145|28.853022,118.027542|28.851027,118.02739|28.84763,118.031578|28.847454,118.031944|28.847546,118.032341|28.847866,118.033012|28.848166,118.033897|28.848406,118.034386|28.849091,118.035454|28.849583,118.0355|28.849789,118.035683|28.849983,118.036263|28.849903,118.038223|28.849766,118.038757|28.848867,118.040108|28.848032,118.040573|28.846531,118.040627|28.846584,118.042229|28.847475,118.043388|28.847536,118.044289|28.845234,118.050552|28.84643,118.051277|28.846807,118.051712|28.847708,118.054428|28.848087,118.054939|28.849216,118.055466|28.849615,118.055756|28.849718,118.058136|28.849518,118.061363|28.850367,118.063377|28.851639,118.069145|28.853027,118.070534|28.854246,118.069527|28.854645,118.069672|28.85478,118.070206|28.853649,118.072884|28.85907,118.078056|28.86343,118.083229|28.869457,118.093552|28.87294,118.100288|28.874754,118.100327|28.875914,118.101921|28.876192,118.104202|28.874876,118.105759|28.875519,118.109787|28.877377,118.110069|28.878088,118.110893|28.878283,118.113853|28.877979,118.114876|28.878206,118.1157|28.878569,118.117256|28.878311,118.118713|28.879028,118.120163|28.886501,118.131248|28.885996,118.132614|28.890417,118.138329|28.894459,118.144035|28.894564,118.147049|28.898994,118.149261|28.900095,118.148582|28.90173,118.148674|28.901997,118.14724|28.902609,118.146072|28.904636,118.145355|28.905006,118.144554|28.904909,118.143173|28.904945,118.141838|28.904699,118.141281|28.902967,118.139687|28.902786,118.138962|28.903061,118.137016|28.902527,118.136215|28.901234,118.134399|28.898876,118.131714|28.898155,118.129242|28.89831,118.127602|28.899811,118.121857|28.903522,118.116638|28.906124,118.114166|28.908438,118.109711|28.909168,118.107941|28.909437,118.107231|28.913591,118.100159|28.91544,118.09903|28.917244,118.101479|28.923384,118.097961|28.923676,118.097641|28.924303,118.095901|28.924423,118.095383|28.924351,118.093224|28.924238,118.092957|28.924017,118.092834|28.923256,118.093094|28.922922,118.092789|28.922922,118.092361|28.923149,118.09201|28.924032,118.09169|28.924891,118.091347|28.925154,118.091057|28.925447,118.090179|28.925663,118.089355|28.928825,118.086372|28.929428,118.0858|28.930101,118.085564|28.930849,118.085495|28.933205,118.081871|28.933674,118.081146|28.934631,118.08062|28.935492,118.079849|28.936989,118.077751|28.937328,118.077599|28.937651,118.077774|28.937504,118.078957|28.937737,118.079071|28.938087,118.078896|28.938526,118.078445|28.939278,118.077873|28.93956,118.077545|28.940035,118.07589|28.941431,118.072937|28.941238,118.072052|28.941566,118.071335|28.942657,118.069817|28.945808,118.066833|28.946482,118.066437|28.947958,118.06591|28.949169,118.065475|28.949699,118.065231|28.950005,118.064911|28.950151,118.064491|28.95043,118.062042|28.950823,118.058746|28.950354,118.057045|28.948601,118.054787|28.948418,118.054451|28.94846,118.054169|28.948574,118.054085|28.948807,118.054054|28.94911,118.053963|28.949484,118.053864|28.949671,118.053741|28.949858,118.053558|28.949934,118.053307|28.949905,118.053154|28.94956,118.052734|28.949436,118.05233|28.949512,118.052124|28.950024,118.051788|28.950167,118.051537|28.950121,118.051331|28.949675,118.050621|28.949667,118.0504|28.949768,118.04985|28.94972,118.049194|28.949495,118.048584|28.949368,118.048225|28.949339,118.048042|28.949724,118.047058|28.949883,118.046585|28.949867,118.046249|28.949734,118.045929|28.949364,118.045723|28.949024,118.045532|28.94894,118.045158|28.949112,118.044327|28.949276,118.044205|28.949524,118.044144|28.949722,118.044075|28.949842,118.043922|28.949793,118.043777|28.94936,118.043388|28.949274,118.043167|28.949303,118.042961|28.949482,118.042648|28.949608,118.042397|28.949636,118.042107|28.949511,118.041855|28.948713,118.041077|28.948017,118.041084|28.947607,118.040794|28.946789,118.040565|28.946688,118.040321|28.946564,118.039948|28.946264,118.03968|28.945744,118.039513|28.945368,118.039375|28.944668,118.038544|28.944069,118.038246|28.943869,118.038048|28.943666,118.037552|28.943201,118.037163|28.942371,118.036987|28.941664,118.036819|28.94132,118.036728|28.941013,118.036873|28.940727,118.037239|28.940239,118.038353|28.940029,118.038574|28.939775,118.038589|28.939508,118.038307|28.939308,118.037537|28.939398,118.035614|28.93911,118.035324|28.938711,118.035233|",0
